,exp_number,medium,experiment,experimentator,date_of_experiment,experiment_short,sample_number,strain,species,use_in_study,quality,skip,notes,notes_2,culture,growth-rate,y0,glucose-turnover,glucose_error,glucose_val,acetate-turnover,acetate_error,acetate_val,propionate-turnover,propionate_error,propionate_val,ethanol-turnover,ethanol_error,ethanol_val,succinate-turnover,succinate_error,succinate_val,lactate-turnover,lactate_error,lactate_val,butyrate-turnover,butyrate_error,butyrate_val,formate-turnover,formate_error,formate_val,maltose-turnover,maltose_error,maltose_val,growthcurve_time,growthcurve_OD,,,,,,,,,,,,
117,117,BHI,,Richa,,analysis_stan_BHI_24Dec22.csv,,HM-727,B.finegoldii,yes,OK,,,,B.finegoldii2,0.599732307,0.060768567,-2.505634436,0.033344666,"[[0.089, 0.117, 0.142, 0.213, 0.255], [6.316444652947042, 6.267482885078435, 6.222213147968929, 6.049583639932084, 5.896301958061517]]",3.959705703,0.022459214,"[[0.089, 0.117, 0.142, 0.213, 0.255], [3.1367936475833855, 3.2809475052709693, 3.3913265296670123, 3.6570337550625345, 3.8053098271122883]]",0.410350982,0.088732776,"[[0.089, 0.117, 0.142, 0.213, 0.255], [10.736075097076728, 10.723083221437857, 10.674459307352173, 10.792890597423131, 10.76940259399598]]",-1.224598562,2.272479018,"[[0.089, 0.117, 0.142, 0.213, 0.255], [2.8436394788158337, 2.7559581529659227, 3.168672015476857, 2.675873463613354, 2.7121700465570653]]",-0.125243714,0.001529377,"[[0.089, 0.117, 0.142, 0.213, 0.255], [0.5763430001320414, 0.5753761236984664, 0.5664050661791833, 0.5684741216168763, 0.5519125696117635]]",0.744897713,0.05465106,"[[0.089, 0.117, 0.142, 0.213, 0.255], [3.0526857649998536, 3.0993600623394424, 3.1622068434160013, 3.1849436158266875, 3.18386693377109]]",,,"[[], []]",2.804212738,0.067818734,"[[0.089, 0.117, 0.142, 0.213, 0.255], [0.7116806414541161, 0.8701595437950471, 0.9262735115594902, 1.0928875969669736, 1.2144917122378034]]",-0.098678094,0.003255841,"[[0.089, 0.117, 0.142, 0.213, 0.255], [4.600766110386208, 4.608108926554603, 4.607605452617707, 4.602877188491925, 4.584475614174383]]","[0.0, 0.183333333, 0.45, 0.65, 0.883333333, 1.066666667, 1.433333333, 1.633333333, 2.066666667, 2.366666667]","[0.062, 0.067, 0.079, 0.089, 0.105, 0.117, 0.142, 0.155, 0.213, 0.255]",,,,,,,,,,,,
118,118,BHI,,Richa,,analysis_stan_BHI_24Dec22.csv,,DSM 1447,B.vulgatus,yes,OK,,,,B.vulgatus,1.352987144,0.069007315,-5.8210453,0.071322455,"[[0.095, 0.19, 0.281, 0.374, 0.45], [6.190406827748101, 5.780710301940749, 5.234585105988939, 4.576335871660519, 4.189458425065611]]",-0.015312734,0.005719186,"[[0.095, 0.19, 0.281, 0.374, 0.45], [3.1014285185808737, 3.1430145797512203, 3.1102381815473255, 3.128900538921753, 3.100092289262279]]",1.59314488,0.01252692,"[[0.095, 0.19, 0.281, 0.374, 0.45], [11.13865207448038, 11.363069254524422, 11.460072384233868, 11.619885042187256, 11.720655495833476]]",0.173876707,0.548694408,"[[0.095, 0.19, 0.281, 0.374, 0.45], [3.2376709772527708, 3.704789154366943, 3.5532158396027507, 3.5659677422756078, 3.3688379247237696]]",-0.515716213,0.000855183,"[[0.095, 0.19, 0.281, 0.374, 0.45], [0.5688143581260623, 0.5225657031291069, 0.47166522847074743, 0.41332003883412316, 0.3936403072358797]]",14.58276038,0.343904347,"[[0.095, 0.19, 0.281, 0.374, 0.45], [3.85878112146906, 4.99319454090591, 6.239612346353759, 7.90145350764042, 8.927517424650366]]",,,"[[], []]",0.720914237,0.034861966,"[[0.095, 0.19, 0.281, 0.374, 0.45], [0.6688197537688487, 0.7231792685173977, 0.7079863413500325, 0.8209534350855272, 0.9465216228176163]]",-0.164130339,0.005986008,"[[0.095, 0.19, 0.281, 0.374, 0.45], [4.605503332832737, 4.640051132763593, 4.587152057559679, 4.570891051720052, 4.566437743347373]]","[0.0, 0.183333333, 0.266666667, 0.45, 0.65, 0.733333333, 0.883333333, 1.016666667, 1.283333333, 1.383333333]","[0.07, 0.088, 0.095, 0.127, 0.166, 0.19, 0.234, 0.281, 0.374, 0.45]",,,,,,,,,,,,
119,119,BHI,,Richa,,analysis_stan_BHI_24Dec22.csv,,DSM 1447,B.vulgatus,yes,OK,pro1,,,B.vulgatus2,0.839907467,0.056978034,-3.538424838,0.023094441,"[[0.083, 0.143, 0.192, 0.318, 0.4], [6.294482003356281, 6.124161217845104, 5.964675388171551, 5.534303999785243, 5.16714971636744]]",4.67166237,0.01954283,"[[0.083, 0.143, 0.192, 0.318, 0.4], [3.325344161688561, 3.6097457910544923, 3.8167330413185945, 4.366810944232087, 4.834251764343169]]",3.13661353,4.015626451,"[[0.083, 0.143, 0.192, 0.318, 0.4], [9.612089773225367, 10.931960099732386, 10.928568669810225, 10.969649141907276, 11.030326106775338]]",-2.194878914,0.46600608,"[[0.083, 0.143, 0.192, 0.318, 0.4], [3.7603126464478125, 3.4872255302246806, 3.233146827537764, 3.3456609224674656, 2.883839954126664]]",-0.039363061,0.000379363,"[[0.083, 0.143, 0.192, 0.318, 0.4], [0.5938988017273207, 0.5963174871749007, 0.5963924332861765, 0.5810424577851974, 0.5870268837520856]]",0.829175832,0.003452318,"[[0.083, 0.143, 0.192, 0.318, 0.4], [3.160877634322687, 3.1851275707604283, 3.227830235846907, 3.328586020790603, 3.4207936792394373]]",,,"[[], []]",1.1845028,0.010171746,"[[0.083, 0.143, 0.192, 0.318, 0.4], [0.7014659983406284, 0.8030747606909345, 0.8569016098922135, 0.959888615788886, 1.1076717303324213]]",-0.051629105,0.000243924,"[[0.083, 0.143, 0.192, 0.318, 0.4], [4.602044668778017, 4.603253964355094, 4.604055114525288, 4.5963918907976336, 4.585927788778084]]","[0.0, 0.183333333, 0.45, 0.65, 0.883333333, 1.066666667, 1.433333333, 1.633333333, 2.05, 2.366666667]","[0.056, 0.065, 0.083, 0.098, 0.123, 0.143, 0.192, 0.23, 0.318, 0.4]",,,,,,,,,,,,
120,120,BHI,,Richa,,analysis_stan_BHI_24Dec22.csv,,DSM17677,F.prausnitzii,yes,OK,mal2,,,F.prausnitzii,0.863097484,0.065052276,-4.686082026,0.065820515,"[[0.096, 0.14, 0.186, 0.236], [6.259871637430946, 6.100572673854546, 5.86968554050334, 5.610396435960888]]",4.478768667,0.012447937,"[[0.096, 0.14, 0.186, 0.236], [3.17453897523343, 3.389580420381431, 3.5740888066877456, 3.8087903477057043]]",-0.428126939,0.118611687,"[[0.096, 0.14, 0.186, 0.236], [10.696710039992055, 10.675237686560067, 10.605696465635987, 10.651650791717511]]",-1.993644815,24.83466058,"[[0.096, 0.14, 0.186, 0.236], [2.9208207089309255, 3.7384471231282426, 2.7525990159501346, 2.948564419996835]]",-5.030436331,3.075763806,"[[0.096, 0.14, 0.186, 0.236], [0.5707084568840385, 0.5634940726646095, -0.014819941802722364, -0.020251591419855636]]",7.502753366,0.488298755,"[[0.096, 0.14, 0.186, 0.236], [3.8175545111600684, 4.058264719693614, 4.381426066883128, 4.870793427022293]]",,,"[[], []]",5.465365841,0.034218826,"[[0.096, 0.14, 0.186, 0.236], [0.9496512488595799, 1.2128908357276782, 1.4712562621234455, 1.7136651325676011]]",4.065315111,116.8013082,"[[0.096, 0.14, 0.186, 0.236], [4.528502939837911, 2.6088336265167134, 4.516209198711585, 4.4922819128587355]]","[0.0, 0.183333333, 0.45, 0.65, 0.883333333, 1.216666667, 1.483333333, 1.633333333, 2.066666667, 2.183333333]","[0.067, 0.074, 0.096, 0.112, 0.14, 0.186, 0.236, 0.27, 0.391, 0.42]",,,,,,,,,,,,
121,121,BHI,,Richa,,analysis_stan_BHI_24Dec22.csv,,DSM17677,F.prausnitzii,yes,OK,,,,F.prausnitzii2,0.842292317,0.071719662,-4.064203397,0.072306238,"[[0.081, 0.148, 0.2, 0.256], [6.244213112766342, 6.029053227748952, 5.8007300090519776, 5.535030956267105]]",4.277442406,0.05147871,"[[0.081, 0.148, 0.2, 0.256], [3.0794528961391583, 3.420125212159545, 3.5994062551632524, 3.839131998064161]]",-0.426469616,0.028586904,"[[0.081, 0.148, 0.2, 0.256], [10.643911666580738, 10.574767830364824, 10.582834816110754, 10.56165280680753]]",1.273136419,4.309112149,"[[0.081, 0.148, 0.2, 0.256], [2.8510565986539005, 3.0016158433722833, 3.3972019323477456, 2.9578827736862623]]",-0.646043826,1.063916564,"[[0.081, 0.148, 0.2, 0.256], [0.42995377032640547, 0.422711529854523, 0.5498774225041025, 0.2600218853541776]]",6.066853856,0.143053487,"[[0.081, 0.148, 0.2, 0.256], [4.114731301142632, 4.446585072367242, 4.774791966217048, 5.176955070821217]]",,,"[[], []]",5.087570303,0.042381668,"[[0.081, 0.148, 0.2, 0.256], [0.8901074621655862, 1.2633453921224496, 1.476924459666884, 1.7956237750271677]]",-0.32744513,0.000181825,"[[0.081, 0.148, 0.2, 0.256], [4.540023886886349, 4.5207910091786525, 4.500521589098324, 4.483645268275337]]","[0.0, 0.183333333, 0.45, 0.65, 0.883333333, 1.216666667, 1.483333333, 1.633333333, 2.066666667, nan]","[0.075, 0.081, 0.104, 0.123, 0.148, 0.2, 0.256, 0.285, 0.407, nan]",,,,,,,,,,,,
122,122,BHI,,Richa,,analysis_stan_BHI_24Dec22.csv,,HM-169,P.distastonis,yes,OK,suc2,,,P.distastonis,0.787444253,0.051222469,-2.734073859,0.001699596,"[[0.084, 0.115, 0.151, 0.263, 0.314], [6.465068484007115, 6.380181173680924, 6.269201826850054, 5.981232047011439, 5.829410225516562]]",2.544871256,0.013884525,"[[0.084, 0.115, 0.151, 0.263, 0.314], [3.12374048052252, 3.2506779483638035, 3.3406272618901367, 3.597272529269358, 3.7369080655923463]]",6.253808556,0.267657939,"[[0.084, 0.115, 0.151, 0.263, 0.314], [10.347305153416624, 10.652970293983138, 10.660911591184952, 11.55810513860196, 11.763555313467581]]",1.484251941,1.740912654,"[[0.084, 0.115, 0.151, 0.263, 0.314], [3.492296434638601, 3.4986070472284796, 3.482581646008793, 3.3384333514581144, 4.035902775297777]]",0.02495701,0.009836444,"[[0.084, 0.115, 0.151, 0.263, 0.314], [0.612336061773319, 0.5972754630784749, 0.6441559636093688, 0.621955404640013, 0.6143635242147963]]",-0.222460214,0.921094372,"[[0.084, 0.115, 0.151, 0.263, 0.314], [3.055403118296017, 3.5071165105319357, 3.2203299338534177, 3.1971136370927136, 3.1938603727305916]]",,,"[[], []]",3.070457882,0.662084247,"[[0.084, 0.115, 0.151, 0.263, 0.314], [0.6363652675538525, 0.671209290890348, 0.7620214145121227, 0.9144718865710397, 1.4519535245803223]]",-0.162868911,0.000112024,"[[0.084, 0.115, 0.151, 0.263, 0.314], [4.5892462616112395, 4.586458131389165, 4.578830221515791, 4.563735162803357, 4.550958855109987]]","[0.0, 0.183333333, 0.45, 0.65, 0.883333333, 1.016666667, 1.383333333, 1.633333333, 2.05, 2.333333333]","[0.053, 0.06, 0.07, 0.084, 0.1, 0.115, 0.151, 0.193, 0.263, 0.314]",,,,,,,,,,,,0.029
123,123,BHI,,Richa,,analysis_stan_BHI_24Dec22.csv,,HM-169,P.distastonis,yes,OK,suc5,,,P.distastonis2,0.795195717,0.052617321,-2.700101935,0.003574479,"[[0.085, 0.119, 0.161, 0.275, 0.326], [6.438734049421682, 6.358603332265073, 6.243404660972579, 5.948169488347986, 5.7830953109280605]]",2.538248535,0.015192757,"[[0.085, 0.119, 0.161, 0.275, 0.326], [3.16921966461422, 3.24986910783669, 3.3078326832596905, 3.6454920664935675, 3.7683081107659393]]",7.333207441,5.735189501,"[[0.085, 0.119, 0.161, 0.275, 0.326], [10.066461307917141, 9.835960441466959, 11.305519665369502, 11.570666009370974, 11.662659175635977]]",-0.084469872,1.644768501,"[[0.085, 0.119, 0.161, 0.275, 0.326], [3.880692242474704, 3.2569663782893663, 3.6328888510827984, 3.704252249024176, 3.5537088562020926]]",-0.069365678,0.000438468,"[[0.085, 0.119, 0.161, 0.275, 0.326], [0.6186621178619419, 0.608733743695452, 0.6083393148329749, 0.6063101576109624, 0.5959809591346459]]",0.241984061,0.001992862,"[[0.085, 0.119, 0.161, 0.275, 0.326], [3.087820520268252, 3.09348764545496, 3.091517651800161, 3.120703718953574, 3.1492106532390474]]",,,"[[], []]",1.486832199,0.001510298,"[[0.085, 0.119, 0.161, 0.275, 0.326], [0.5590037458425586, 0.6231913019339672, 0.6902185121778264, 0.8483732464832003, 0.9251329940163253]]",-0.16113703,0.000210197,"[[0.085, 0.119, 0.161, 0.275, 0.326], [4.58543391353298, 4.5844434109165, 4.577655056538837, 4.56025019902125, 4.546844713753565]]","[0.0, 0.183333333, 0.45, 0.65, 0.883333333, 1.016666667, 1.383333333, 1.633333333, 2.05, 2.333333333]","[0.054, 0.062, 0.072, 0.085, 0.106, 0.119, 0.161, 0.197, 0.275, 0.326]",,,,,,,,,,,,
137,137,BHI,,Markus,,analysis_Zurich_BHI_202301_Jan28_25.csv,,ATCC33656,E.rectale,yes,OK,,,,E.rectale3,0.765149915,0.047251035,-2.707297075,0.028348921,"[[0.152, 0.267, 0.388], [2.711119848205355, 2.4344843903469333, 2.0727809940441073]]",4.95312679,0.786838099,"[[0.152, 0.267, 0.388], [2.0567272573785367, 2.809168025220094, 3.2287379727796184]]",,,"[[], []]",,,"[[], []]",0.024326303,1.154944349,"[[0.152, 0.267, 0.388], [1.1749449172270527, 1.3992497800715262, 1.1844087372534844]]",3.047351064,0.040519223,"[[0.152, 0.267, 0.388], [2.1539483429120425, 2.5458832097435433, 2.8738204964443015]]",2.611996676,0.010623329,"[[0.152, 0.267, 0.388], [0.5498809730079814, 0.8290165117091097, 1.165955145156789]]",-0.432770783,0.119890613,"[[0.152, 0.267, 0.388], [0.9444935659354351, 0.9660923757952196, 0.8435591141580402]]",,,"[[], []]","[0.0, 0.5, 1.0, 1.45, 2.05, 2.55, 2.933333333]","[0.049, 0.069, 0.1, 0.141, 0.215, 0.336, 0.465]",0,,,,,,,,,,,
138,138,BHI,,Markus,,analysis_Zurich_BHI_202301_Jan28_25.csv,,ATCC33656,E.rectale,yes,OK,,,,E.rectale4,0.741332403,0.04504619,-3.122524353,1.3299896,"[[0.141, 0.259, 0.36], [2.6357830070689374, 2.480390800188998, 1.940631060191279]]",3.843226429,1.309914797,"[[0.141, 0.259, 0.36], [1.9226315773878762, 2.5875838470516235, 2.753064801785039]]",,,"[[], []]",,,"[[], []]",1.545044342,0.023045587,"[[0.141, 0.259, 0.36], [0.9175443116543179, 1.1279063389585262, 1.2544190366476442]]",0.423157257,0.579514345,"[[0.141, 0.259, 0.36], [2.0729243108319806, 2.263500943771752, 2.158124033436044]]",3.140137496,0.000786851,"[[0.141, 0.259, 0.36], [0.5473648763049618, 0.9230835566989637, 1.2347796700384543]]",0.75589459,0.035980949,"[[0.141, 0.259, 0.36], [0.8244589097082533, 0.8786095041961933, 0.9918615887355191]]",,,"[[], []]","[0.0, 0.5, 1.0, 1.45, 2.05, 2.566666667, 2.95]","[0.048, 0.064, 0.089, 0.129, 0.207, 0.308, 0.407]",1,,,,,,,,,,,
139,139,BHI,,Markus,,analysis_Zurich_BHI-202212_27.csv,,DSM17677,F.prausnitzii,yes,OK,for4,,,F.prausnitzii,0.784056542,0.042579778,-2.408182618,0.268190756,"[[0.125, 0.188, 0.405, 0.52], [7.10637714164444, 6.647824305667917, 6.2249263318074854, 6.072023930892337]]",7.35450491,1.779939789,"[[0.125, 0.188, 0.405, 0.52], [2.138680688936648, 3.26939491485891, 4.827312747989344, 5.14338623415891]]",0.475149063,0.031194747,"[[0.125, 0.188, 0.405, 0.52], [6.757946721527145, 6.895007488472103, 6.957763675418946, 6.977168945882687]]",,,"[[], []]",0.053328154,0.002262188,"[[0.125, 0.188, 0.405, 0.52], [0.9703926046369195, 1.0026397921945915, 1.0032345514436347, 1.0000055478107566]]",5.49569038,4.19490589,"[[0.125, 0.188, 0.405, 0.52], [2.48190999614976, 3.8069163230085494, 5.0049824714239115, 4.771106014708429]]",1.765136149,0.210961383,"[[0.125, 0.188, 0.405, 0.52], [0.38571088349479576, 0.6252702563608813, 0.7588762281557058, 1.2119547662090202]]",2.989307977,0.89118457,"[[0.125, 0.188, 0.405, 0.52], [0.2601698935134635, 0.36776782816399756, 0.6654426233259213, 1.5902198970590908]]",-0.032442635,0.009345946,"[[0.125, 0.188, 0.405, 0.52], [4.535065947228439, 4.59319182801902, 4.543794575218058, 4.548899688853543]]","[0.0, 0.633333333, 1.083333333, 1.566666667, 2.083333333, 2.733333333, 3.15, nan, nan]","[0.037, 0.073, 0.118, 0.136, 0.24, 0.353, 0.468, nan, nan]",0,,,,,,,,,,,
140,140,BHI,,Markus,,analysis_Zurich_BHI-202212_27.csv,,DSM3979,C.aerofaciens,yes,OK,"ace4,glu3",,,C.aerofaciens,0.853085179,0.030193463,-2.154767705,4.179498273,"[[0.165, 0.253, 0.318, 0.45], [7.190276882957313, 6.931231056707396, 7.489723303934371, 6.468374933302952]]",3.009622166,1.123693293,"[[0.165, 0.253, 0.318, 0.45], [2.255944462638248, 2.6568030231543216, 3.090578350959258, 3.099823830285354]]",-4.065639317,0.212949854,"[[0.165, 0.253, 0.318, 0.45], [6.601958546119826, 6.3857841709987, 5.939360062960421, 5.48905999759369]]",,,"[[], []]",0.385368343,0.211329322,"[[0.165, 0.253, 0.318, 0.45], [0.8352477201497303, 0.9097667433460683, 1.0537601110668682, 0.9342375692752392]]",6.909005321,0.392667656,"[[0.165, 0.253, 0.318, 0.45], [2.1849828526593464, 2.6614514779041194, 3.3634187021216944, 4.099779108905339]]",,,"[[], []]",7.366419772,0.234134994,"[[0.165, 0.253, 0.318, 0.45], [0.7714307841461049, 1.507716667391035, 2.070124026578335, 2.8717706091518895]]",0.002631276,0.870397378,"[[0.165, 0.253, 0.318, 0.45], [4.637115500423967, 4.552082892347895, 4.897386922237407, 4.577304039834502]]","[0,0.45,0.933,1.45,2.1,2.517,3.17]","[0.029,0.042,0.067,0.113,0.201,0.266,0.398]",1,,,,,,,,,,,
141,141,BHI,,Markus,,analysis_Zurich_BHI-202212_27.csv,,DSM17677,F.prausnitzii,yes,OK,for4,,,F.prausnitzii2,0.694669584,0.033473581,-3.28090221,0.012743603,"[[0.146, 0.3, 0.414, 0.465], [7.10637714164444, 6.647824305667917, 6.2249263318074854, 6.072023930892337]]",9.812118789,0.949267929,"[[0.146, 0.3, 0.414, 0.465], [2.138680688936648, 3.26939491485891, 4.827312747989344, 5.14338623415891]]",0.692523023,0.005572392,"[[0.146, 0.3, 0.414, 0.465], [6.757946721527145, 6.895007488472103, 6.957763675418946, 6.977168945882687]]",,,"[[], []]",0.094462882,0.001812501,"[[0.146, 0.3, 0.414, 0.465], [0.9703926046369195, 1.0026397921945915, 1.0032345514436347, 1.0000055478107566]]",7.888586551,1.746753991,"[[0.146, 0.3, 0.414, 0.465], [2.48190999614976, 3.8069163230085494, 5.0049824714239115, 4.771106014708429]]",2.230578848,0.524568219,"[[0.146, 0.3, 0.414, 0.465], [0.38571088349479576, 0.6252702563608813, 0.7588762281557058, 1.2119547662090202]]",3.466024844,3.120051497,"[[0.146, 0.3, 0.414, 0.465], [0.2601698935134635, 0.36776782816399756, 0.6654426233259213, 1.5902198970590908]]",0.012595597,0.01673315,"[[0.146, 0.3, 0.414, 0.465], [4.535065947228439, 4.59319182801902, 4.543794575218058, 4.548899688853543]]","[0.0, 0.583333333, 1.083333333, 1.65, 2.0, 2.716666667, 3.25, 3.75, nan]","[0.034, 0.054, 0.068, 0.091, 0.132, 0.245, 0.359, 0.41, nan]",2,,,,,,,,,,,
142,142,BHI,,Markus,,analysis_Zurich_BHI-202212_27.csv,,DSM3979,C.aerofaciens,yes,OK,,,,C.aerofaciens2,0.613491564,0.068871906,-6.732810336,0.234848093,"[[0.147, 0.286, 0.4, 0.509], [8.14047376785393, 7.273186212748585, 6.630682935218248, 5.650784384660148]]",5.060578518,1.312203354,"[[0.147, 0.286, 0.4, 0.509], [2.7161852516806873, 2.990125057156008, 4.152089301384789, 4.367745506534936]]",-0.767526682,0.375807842,"[[0.147, 0.286, 0.4, 0.509], [6.968386072785873, 6.753320170894711, 6.955904790766732, 6.592070887703419]]",,,"[[], []]",-0.117696489,0.005868053,"[[0.147, 0.286, 0.4, 0.509], [0.9419683169406932, 0.8953362430708071, 0.8857076710983345, 0.9005708595028475]]",8.729439629,1.86525422,"[[0.147, 0.286, 0.4, 0.509], [2.4519185130627483, 3.1515054643688347, 4.843948512739984, 5.397174911396079]]",,,"[[], []]",9.919354906,1.033883298,"[[0.147, 0.286, 0.4, 0.509], [0.7177620924665098, 1.6183228969184766, 3.2150086954146384, 4.176719724083485]]",-1.145248947,0.062639141,"[[0.147, 0.286, 0.4, 0.509], [4.932018511913314, 4.687776468271069, 4.685559955650038, 4.477079523868243]]","[0,0.582,1.1,1.63,2.016,2.716,3.266]","[0.061,0.092,0.147,0.231,0.255,0.345,0.454]",3,,,,,,,,,,,
143,143,BHI,,Markus,,analysis_Zurich_BHI-202212_27.csv,,DSM14610,R.intestinalis,yes,OK,,,,R.intestinalis,0.508991505,0.038021841,-0.482800888,0.374833919,"[[0.152, 0.265, 0.31, 0.363], [7.259118058123802, 7.269892189153839, 7.076046187342885, 7.206910933927592]]",6.037025705,1.95579027,"[[0.152, 0.265, 0.31, 0.363], [1.996970983974155, 2.3973502611238198, 2.707421199233681, 3.3482857230102248]]",0.860365908,3.604814626,"[[0.152, 0.265, 0.31, 0.363], [4.377394974777661, 4.015434471929247, 4.262773957964978, 4.624701156537912]]",,,"[[], []]",-0.271151674,0.036603774,"[[0.152, 0.265, 0.31, 0.363], [0.882932966379987, 0.8839441705650043, 0.8140462309629322, 0.839135034890802]]",-0.156037336,0.01188274,"[[0.152, 0.265, 0.31, 0.363], [1.8066337949718665, 1.8178035592686064, 1.790254616545944, 1.7726680701366486]]",3.654678243,0.215671255,"[[0.152, 0.265, 0.31, 0.363], [0.8653403151216453, 1.2959686967740984, 1.5429021047434879, 1.5964528335308865]]",0.145280294,0.010829251,"[[0.152, 0.265, 0.31, 0.363], [0.19542065593687558, 0.1845509796078425, 0.209495202139875, 0.22749294856517896]]",-1.55855649,0.487314027,"[[0.152, 0.265, 0.31, 0.363], [4.393782208632513, 4.091831993520617, 4.01660823553716, 4.108748079953863]]","[0.0, 0.583333333, 1.1, 1.616666667, 2.0, 2.683333333, 3.233333333, 3.766666667, 4.383333333]","[0.033, 0.049, 0.071, 0.097, 0.11, 0.157, 0.21, 0.255, 0.308]",4,,,,,,,,,,,
146,146,gamma,,Richa,,analysis_stan_simple.csv,,NCM3722,E.coli,yes,OK,,,,NCM3722,0.426952751,0.067853389,-13.57706304,0.431547687,"[[0.093, 0.27, 0.414], [8.277926215923834, 5.698423365203134, 3.932205043193262]]",10.33873674,0.016301359,"[[0.093, 0.27, 0.414], [1.6906950159951706, 3.4863743052931597, 5.011862077688095]]",-0.328659428,0.022138689,"[[0.093, 0.27, 0.414], [0.048950289853238294, -0.04916796725007266, -0.05371454174685621]]",12.85204012,0.085681944,"[[0.093, 0.27, 0.414], [1.1595484443098862, 3.3557750303650113, 5.290630289305637]]",1.798037735,2.08E-05,"[[0.093, 0.27, 0.414], [0.0924211414182759, 0.41189859892314185, 0.6695043344857962]]",0.401254954,2.32E-06,"[[0.093, 0.27, 0.414], [0.0629173953057118, 0.13353072931264548, 0.1917492466886851]]",,,"[[], []]",22.07632328,0.014926511,"[[0.093, 0.27, 0.414], [2.994262018578699, 6.934571060191617, 10.078434061520653]]",,,"[[], []]","[0.0, 0.416666667, 0.9, 1.566666667, 1.733333333, 3.25, 3.9, nan, nan, nan, nan]","[0.081, 0.086, 0.093, 0.113, 0.123, 0.27, 0.414, nan, nan, nan, nan]",2,,,,,,,,,,,
147,147,gamma,,Richa,,analysis_stan_simple.csv,,ATCC25285,B.fragilis,yes,OK,,,,B.fragilis,0.416708746,0.073488643,-5.181692195,0.746812739,"[[0.08, 0.17, 0.368], [19.793380137743604, 19.56951095418122, 18.354937921921817]]",3.21865817,0.159419472,"[[0.08, 0.17, 0.368], [0.19803747929913657, 0.3756836218871562, 1.1001147895422108]]",1.385618519,0.02726766,"[[0.08, 0.17, 0.368], [-0.0010724388231903165, 0.07729925106726973, 0.38768925546039595]]",0.488525157,0.03283731,"[[0.08, 0.17, 0.368], [1.4784912775467864, 1.5733048505029634, 1.6304857024840635]]",0.367576486,0.00061409,"[[0.08, 0.17, 0.368], [-0.12482835391819265, -0.0986997804350305, -0.020511505971014657]]",0.342924077,0.003800981,"[[0.08, 0.17, 0.368], [0.02060265154367001, 0.03416671822248053, 0.1155205413175108]]",,,"[[], []]",2.793164899,0.125309201,"[[0.08, 0.17, 0.368], [-0.13150637398923837, 0.020551511937713263, 0.6508524603698695]]",,,"[[], []]","[0.0, 0.416666667, 0.9, 1.566666667, 1.683333333, 3.25, 3.9, nan, nan, nan, nan]","[0.064, 0.08, 0.126, 0.149, 0.17, 0.254, 0.368, nan, nan, nan, nan]",3,,,,,,,,,,,
150,150,epsilon,,Richa,,analysis_stan_eplus_Oct22.csv,,NCM3722,E.coli,yes,OK,,,,NCM,1.754366525,0.0457545,-5.059175151,0.092457158,"[[0.1, 0.183, 0.31, 0.4], [17.271795269156172, 16.97971006969555, 16.28689820502357, 15.777457606786388]]",7.201736557,0.37083533,"[[0.1, 0.183, 0.31, 0.4], [10.317857009966513, 10.644326484567106, 11.728843252367403, 12.402987181590893]]",-16.74454751,25.89719798,"[[0.1, 0.183, 0.31, 0.4], [4.370571193453216, 4.3736072735392435, 0.09406534138268144, 0.25542245069567476]]",4.950757874,0.303051341,"[[0.1, 0.183, 0.31, 0.4], [-1.142693550286436, -0.9751969474204144, -0.21173108748489733, 0.28209959132746065]]",1.185279071,1.438175277,"[[0.1, 0.183, 0.31, 0.4], [0.4999465909887998, 0.8165043520690635, 1.1707869067551293, 0.7776517991957721]]",1.021066791,0.05463637,"[[0.1, 0.183, 0.31, 0.4], [0.49005404098334604, 0.5169145087769975, 0.6227042471703201, 0.8047585028885822]]",,,"[[], []]",10.35324096,0.330884248,"[[0.1, 0.183, 0.31, 0.4], [0.5236621931184865, 1.1269397312076468, 2.5977759692152347, 3.560259990102054]]",0.009496299,0.000579483,"[[0.1, 0.183, 0.31, 0.4], [5.075221749681897, 5.08556342191003, 5.084081329627498, 5.079384832027879]]","[0.0, 0.283333333, 0.45, 0.666666667, 0.766666667, 1.0, 1.083333333, 1.216666667, 1.266666667, nan, nan]","[0.045, 0.072, 0.1, 0.159, 0.183, 0.267, 0.31, 0.38, 0.4, nan, nan]",,,,,,,,,,,,
